STATE_CODE;CONSTITUENCY
RJ;Kumbhalgarh
RJ;Rajsamand
RJ;Nathdwara
RJ;Asind
RJ;Mandal
RJ;Sahara
RJ;Bhilwara
RJ;Shahpura
RJ;Jahazpur
RJ;Mandalgarh
RJ;Hindoli
RJ;Keshoraipatan
RJ;Bundi
RJ;Pipalda
RJ;Sangod
RJ;Kota North
RJ;Kota South
RJ;Ladpura
RJ;Ramganj Mandi
RJ;Anta
RJ;Kishanganj
RJ;Baran–Atru
RJ;Chhabra
RJ;Dag
RJ;Jhalarapatan
RJ;Khanpur
RJ;Manohar Thana
SK;Yoksam- Tashiding (BL)
SK;Yangthang
SK;Maneybong Dentam
SK;Gyalshing Barnyak
SK;Rinchenpong (BL)
SK;Daramdin (BL)
SK;Soreng Chakung
SK;Salghari Zoom 
SK;Barfung (BL)
SK;Poklok Kamrang
SK;Namchi Singhithang
SK;Melli
SK;Namthang Rateypani
SK;Temi Namphing
SK;Rangang Yangang
SK;Tumin Lingee (BL)
SK;Khamdong Singtam
SK;West Pendam 
SK;Rhenock
SK;Chujachen
SK;Gnathang Machong (BL)
SK;Namchaybong
SK;Shyari (BL)
SK;Martam Rumtek (BL)
SK;Upper Tadong
SK;Arithang
SK;Gangtok (BL)
SK;Upper Burtuk
SK;Kabi Lungchuk (BL)
SK;Djongu (BL)
SK;Lachen Mangan (BL)
SK;Sangha
TN;Gummidipoondi
TN;Ponneri
TN;Tiruttani
TN;Thiruvallur
TN;Poonamallee
TN;Avadi
TN;Maduravoyal
TN;Ambattur
TN;Madavaram
TN;Thiruvottiyur
TN;Dr. Radhakrishnan Nagar
TN;Perambur
TN;Kolathur
TN;Villivakkam
TN;Thiru. Vi. Ka. Nagar
TN;Egmore
TN;Royapuram
TN;Harbour
TN;Chepauk-Thiruvallikeni
TN;Thousand Lights
TN;Anna Nagar
TN;Virugambakkam
TN;Saidapet
TN;T. Nagar
TN;Mylapore
TN;Velachery
TN;Sholinganallur
TN;Alandur
TN;Sriperumbudur
TN;Pallavaram
TN;Tambaram
TN;Chengalpattu
TN;Thiruporur
TN;Cheyyur
TN;Maduranthakam
TN;Uthiramerur
TN;Kancheepuram
TN;Arakkonam
TN;Sholingur
TN;Katpadi (Vellore North)
TN;Ranipet
TN;Arcot
TN;Vellore (Vellore south)
TN;Anaikattu
TN;K. V. Kuppam
TN;Gudiyattam
TN;Vaniyambadi
TN;Ambur
TN;Jolarpet
TN;"Tirupattur
TN;Uthangarai
TN;Bargur
TN;Krishnagiri
TN;Veppanahalli
TN;Hosur
TN;Thalli
TN;Palacode
TN;Pennagaram
TN;Dharmapuri
TN;Pappireddippatti
TN;Harur
TN;Chengam
TN;Tiruvannamalai
TN;Kilpennathur
TN;Kalasapakkam
TN;Polur
TN;Arani
TN;Cheyyar
TN;Vandavasi
TN;Gingee
TN;Mailam
TN;Tindivanam
TN;Vanur
TN;Villupuram
TN;Vikravandi
TN;Tirukkoyilur
TN;Ulundurpettai
TN;Rishivandiyam
TN;Sankarapuram
TN;Kallakurichi
TN;Gangavalli
TN;Attur
TN;Yercaud
TN;Omalur
TN;Mettur
TN;Edapadi
TN;Sankagiri
TN;Salem (West)
TN;Salem (North)
TN;Salem (South)
TN;Veerapandi
TN;Rasipuram
TN;Senthamangalam
TN;Namakkal
TN;Paramathi Velur
TN;Tiruchengodu
TN;Kumarapalayam
TN;Erode (East)
TN;Erode (West)
TN;Modakkurichi
TN;Perundurai
TN;Bhavani
TN;Anthiyur
TN;Gobichettipalayam
TN;Bhavanisagar
TN;Dharapuram
TN;Kangayam
TN;Avanashi
TN;Tiruppur (North)
TN;Tiruppur (South)
TN;Palladam
TN;Udumalaipettai
TN;Madathukulam
TN;Udhagamandalam
TN;Coonoor
TN;Gudalur
TN;Mettupalayam
TN;Sulur
TN;Kavundampalayam
TN;Coimbatore North
TN;Thondamuthur
TN;Coimbatore (South)
TN;Singanallur
TN;Kinathukadavu
TN;Pollachi
TN;Valparai
TN;Palani
TN;Oddanchatram
TN;Athoor
TN;Nilakottai
TN;Natham
TN;Dindigul
TN;Vedasandur
TN;Aravakurichi
TN;Karur
TN;Krishnarayapuram
TN;Kulithalai
TN;Manapaarai
TN;Srirangam
TN;Tiruchirappalli (West)
TN;Tiruchirappalli (East)
TN;Thiruverumbur
TN;Lalgudi
TN;Manachanallur
TN;Musiri
TN;Thuraiyur
TN;Perambalur
TN;Kunnam
TN;Ariyalur
TN;Jayankondam
TN;Tittakudi
TN;Vriddhachalam
TN;Neyveli
TN;Panruti
TN;Cuddalore
TN;Kurinjipadi
TN;Bhuvanagiri
TN;Chidambaram
TN;Kattumannarkoil
TN;Sirkazhi
TN;Mayiladuthurai
TN;Poompuhar
TN;Nagapattinam
TN;Kilvelur
TN;Vedaranyam
TN;Thiruthuraipoondi
TN;Mannargudi
TN;Thiruvarur
TN;Nannilam
TN;Thiruvidaimarudur
TN;Kumbakonam
TN;Papanasam
TN;Thiruvaiyaru
TN;Thanjavur
TN;Orathanadu
TN;Pattukkottai
TN;Peravurani
TN;Gandharvakottai
TN;Viralimalai
TN;Pudukkottai
TN;Thirumayam
TN;Alangudi
TN;Aranthangi
TN;Karaikudi
TN;"Tiruppattur
TN;Sivaganga
TN;Manamadurai
TN;Melur
TN;Madurai East
TN;Sholavandan
TN;Madurai North
TN;Madurai South
TN;Madurai Central
TN;Madurai West
TN;Thiruparankundram
TN;Tirumangalam
TN;Usilampatti
TN;Andipatti
TN;Periyakulam
TN;Bodinayakanur
TN;Cumbum
TN;Rajapalayam
TN;Srivilliputhur
TN;Sattur
TN;Sivakasi
TN;Virudhunagar
TN;Aruppukkottai
TN;Tiruchuli
TN;Paramakudi
TN;Tiruvadanai
TN;Ramanathapuram
TN;Mudhukulathur
TN;Vilathikulam
TN;Thoothukudi
TN;Tiruchendur
TN;Tiruvaikuntam
TN;Ottapidaram
TN;Kovilpatti
TN;Sankarankovil
TN;Vasudevanallur
TN;Kadayanallur
TN;Tenkasi
TN;Alangulam
TN;Tirunelveli
TN;Ambasamudram
TN;Palayamkottai
TN;Nanguneri
TN;Radhapuram
TN;Kanniyakumari
TN;Nagercoil
TN;Colachal
TN;Padmanabhapuram
TN;Vilavancode
TN;Killiyoor
TG;Musheerabad
TG;Malakpet
TG;Amberpet
TG;Khairatabad
TG;Jubilee Hills
TG;Sanathnagar
TG;Nampally
TG;Karwan
TG;Goshamahal
TG;Charminar
TG;Chandrayangutta
TG;Yakutpura
TG;Bahadurpura
TG;Secunderabad
TG;Secunderabad Cantt.
TG;Medchal
TG;Malkajgiri
TG;Quthbullapur
TG;Kukatpally
TG;Uppal
TG;Ibrahimpatnam
TG;L. B. Nagar
TG;Maheshwaram
TG;Rajendranagar
TG;Serilingampally
TG;Chevella 
TG;Pargi
TG;Vikarabad 
TG;Tandur
TG;Siddipet
TG;Medak
TG;Narayankhed
TG;Andole 
TG;Narsapur
TG;Zahirabad 
TG;Sangareddy
TG;Patancheru
TG;Dubbak
TG;Gajwel
TG;Sirpur
TG;Chennur 
TG;Bellampalli 
TG;Mancheriala
TG;Asifabad (ST)
TG;Khanapur (ST)
TG;Adliabad
TG;Boath (ST)
TG;Nirmal
TG;Mudhole
TG;Koratla
TG;Jagtial
TG;Dharmapuri 
TG;Ramagundam
TG;Manthani
TG;Peddapalle
TG;Karimnagar
TG;Choppadandi 
TG;Vemulawada
TG;Sircilla
TG;Manakondur 
TG;Huzurabad
TG;Husnabad
TG;Khammam
TG;Palair
TG;Madhira 
TG;Wyra
TG;Sathupalli 
TG;Aswaraopeta
TG;Yellandu
TG;Kothagudem
TG;Bhadrachalam
TG;Pinapaka
TG;Kodangal
TG;Narayanpet
TG;Mahbubnagar
TG;Jadcherla
TG;Devarkadra
TG;Makthal
TG;Wanaparthy
TG;Gadwal
TG;Alampur
TG;Nagarkurnool
TG;Achampet
TG;Kalwakurthy
TG;Shadnagar
TG;Kollapur
TG;Nalgonda
TG;Suryapet
TG;Devarakonda
TG;Nagarjuna Sagar
TG;Miryalaguda
TG;Huzurnagar
TG;Kodad
TG;Munugode
TG;Bhongir
TG;Nakrekal 
TG;Thungathurthi 
TG;Alair
TG;Armur
TG;Bodhan
TG;Jukkal 
TG;Banswada
TG;Yellareddy
TG;Kamareddy
TG;Nizamabad (Urban)
TG;Nizamabad (Rural)
TG;Balkonda
TG;Jangaon
TG;Ghanpur(Station)
TG;Palakurthi
TG;Dornakal
TG;Mahabubabad
TG;Narsampet
TG;Parkal
TG;Warangal West
TG;Warangal East
TG;Waradhanapet
TG;Bhupalpalle
TG;Mulug
TR;Simna
TR;Mohanpur
TR;Bamutia
TR;Barjala
TR;Khayerpur
TR;Agartala
TR;Ramnagar
TR;Town Bordowali
TR;Banamalipur
TR;Majlishpur
TR;Mandaibazar
TR;Takarjala
TR;Pratapgarh
TR;Badharghat
TR;Kamalasagar
TR;Bishalgarh
TR;Golaghati
TR;Suryamaninagar
TR;Charilam
TR;Boxanagar
TR;Nalchar
TR;Sonamura
TR;Dhanpur
TR;Ramchandraghat
TR;Khowai
TR;Asharambari
TR;Kalyanpur-Pramodenagar
TR;Teliamura
TR;Krishnapur
TR;Bagma
TR;Radhakishorpur
TR;Matarbari
TR;Kakraban-Salgarh
TR;Rajnagar
TR;Belonia
TR;Santirbazar
TR;Hrishyamukh
TR;Jolaibari
TR;Manu
TR;Sabroom
TR;Ampinagar
TR;Amarpur
TR;Karbook
TR;Raima Valley
TR;Kamalpur
TR;Surma
TR;Ambassa
TR;Karmachhara
TR;Chawamanu
TR;Pabiachhara
TR;Fatikroy
TR;Chandipur
TR;Kailashahar
TR;Kadamtala-Kurti
TR;Bagbassa
TR;Dharmanagar
TR;Jubarajnagar
TR;Panisagar
TR;Pencharthal
TR;Kanchanpur
UP;Agra Cantt.
UP;Agra North
UP;Agra Rural
UP;Agra South
UP;Ajagara
UP;Akbarpur
UP;Akbarpur - Raniya
UP;Alapur
UP;Aliganj
UP;Aligarh
UP;Allahabad North
UP;Allahabad South
UP;Allahabad West
UP;Amanpur
UP;Amethi
UP;Amritpur
UP;Amroha
UP;Anupshahr
UP;Aonla
UP;Arya Nagar
UP;Asmoli
UP;Atrauli
UP;Atrauliya
UP;Aurai
UP;Auraiya
UP;Ayah Shah
UP;Ayodhya
UP;Azamgarh
UP;Babaganj
UP;Baberu
UP;Babina
UP;Bachhrawan
UP;Badaun
UP;Badlapur
UP;Bagpat
UP;Bah
UP;Baheri
UP;Bahraich
UP;Bairia
UP;Bakshi Kaa Talab
UP;Balamau
UP;Baldev
UP;Balha
UP;Ballia Nagar
UP;Balrampur
UP;Banda
UP;Bangarmau
UP;Bansdih
UP;Bansgaon
UP;Bansi
UP;Bara
UP;Barabanki
UP;Barauli
UP;Baraut
UP;Bareilly
UP;Bareilly Cantt.
UP;Barhaj
UP;Barhapur
UP;Barkhera
UP;Basti Sadar
UP;Behat
UP;Belthara Road
UP;Bhadohi
UP;Bhagwantnagar
UP;Bharthana
UP;Bhatpar Rani
UP;Bhinga
UP;Bhognipur
UP;Bhojipura
UP;Bhojpur
UP;Bhongaon
UP;Bidhuna
UP;Bijnor
UP;Bikapur
UP;Bilari
UP;Bilaspur
UP;Bilgram-Mallanwan
UP;Bilhaur
UP;Bilsi
UP;Bindki
UP;Bisalpur
UP;Bisauli
UP;Biswan
UP;Bithari Chainpur
UP;Bithoor
UP;Budhana
UP;Bulandshahr
UP;Caimpiyarganj
UP;Chail
UP;Chakia
UP;Chamraua
UP;Chandausi
UP;Chandpur
UP;Charkhari
UP;Charthawal
UP;Chauri-Chaura
UP;Chhanbey
UP;Chhaprauli
UP;Chharra
UP;Chhata
UP;Chhibramau
UP;Chillupar
UP;Chitrakoot
UP;Chunar
UP;Colonelganj
UP;Dadraul
UP;Dadri
UP;Dariyabad
UP;Dataganj
UP;Debai
UP;Deoband
UP;Deoria
UP;Dhampur
UP;Dhanaura
UP;Dhanghata
UP;Dhaurahra
UP;Dhaulana
UP;Dibiyapur
UP;Didarganj
UP;Domariyaganj
UP;Duddhi
UP;Etah
UP;Etawah
UP;Etmadpur
UP;Faridpur
UP;Farrukhabad
UP;Fatehabad
UP;Fatehpur
UP;Fatehpur Sikri
UP;Fazilnagar
UP;Firozabad
UP;Gainsari
UP;Gangoh
UP;Garautha
UP;Garhmukteshwar
UP;Gaura
UP;Gauriganj
UP;Ghatampur
UP;Ghaziabad
UP;Ghazipur
UP;Ghorawal
UP;Ghosi
UP;Gola Gokrannath
UP;Gonda
UP;Gopalpur
UP;Gopamau
UP;Gorakhpur Rural
UP;Gorakhpur Urban
UP;Goshainganj
UP;Goverdhan
UP;Govindnagar
UP;Gunnaur
UP;Gyanpur
UP;Haidergarh
UP;Hamirpur
UP;Handia
UP;Hapur
UP;Harchandpur
UP;Hardoi
UP;Hargaon
UP;Harraiya
UP;Hasanpur
UP;Hastinapur
UP;Hata
UP;Hathras
UP;Husainganj
UP;Iglas
UP;Isauli
UP;Itwa
UP;Jagdishpur
UP;Jahanabad
UP;Jakhanian
UP;Jalalabad
UP;Jalalpur
UP;Jalesar
UP;Jangipur
UP;Jasrana
UP;Jaswantnagar
UP;Jaunpur
UP;Jewar
UP;Jhansi Nagar
UP;Kadipur
UP;Kaimganj
UP;Kairana
UP;Kaiserganj
UP;Kalpi
UP;Kalyanpur
UP;Kannauj
UP;Kanpur Cantt.
UP;Kanth
UP;Kapilvastu
UP;Kaptanganj
UP;Karachhana
UP;Karhal
UP;Kasganj
UP;Kasta
UP;Katehari
UP;Katra
UP;Katra Bazar
UP;Kerakat
UP;Khadda
UP;Khaga
UP;Khair
UP;Khajani
UP;Khalilabad
UP;Khatauli
UP;Kheragarh
UP;Khurja
UP;Kidwai Nagar
UP;Kishni
UP;Kithore
UP;Koil
UP;Koraon
UP;Kunda
UP;Kundarki
UP;Kursi
UP;Kushinagar
UP;Laharpur
UP;Lakhimpur
UP;Lalganj
UP;Lalitpur
UP;Lambhua
UP;Loni
UP;Lucknow Cantt.
UP;Lucknow Central
UP;Lucknow East
UP;Lucknow North
UP;Lucknow West
UP;Machhlishahr
UP;Madhaugarh
UP;Madhuban
UP;Mahadewa
UP;Maharajganj
UP;Maharajpur
UP;Mahasi
UP;Mahmoodabad
UP;Mahoba
UP;Maholi
UP;Mainpuri
UP;Majhawan
UP;Malhani
UP;Malihabad
UP;Manikpur
UP;Manjhanpur
UP;Mankapur
UP;Mant
UP;Marhara
UP;Madihan
UP;Mariyahu
UP;Matera
UP;Mathura
UP;Mau
UP;Mauranipur
UP;Meerapur
UP;Meerganj
UP;Meerut
UP;Meerut Cantt.
UP;Meerut South
UP;Mehnagar
UP;Mehnaun
UP;Mehroni
UP;Meja
UP;Menhdawal
UP;Milak
UP;Milkipur
UP;Mirzapur
UP;Misrikh
UP;Modinagar
UP;Mohammadabad
UP;Mohammdi
UP;Mohan
UP;Mohanlalganj
UP;Moradabad Nagar
UP;Moradabad Rural
UP;Mubarakpur
UP;Mughalsarai
UP;Muhammadabad-Gohna
UP;Mungra Badshahpur
UP;Muradnagar
UP;Muzaffarnagar
UP;Nagina
UP;Najibabad
UP;Nakur
UP;Nanpara
UP;Naraini
UP;Naugawan Sadat
UP;Nautanwa
UP;Nawabganj
UP;Nehtaur
UP;Nighasan
UP;Nizamabad
UP;Noida
UP;Noorpur
UP;Obra
UP;Orai
UP;Padrauna
UP;Palia
UP;Paniyara
UP;Pathardeva
UP;Patiyali
UP;Patti
UP;Payagpur
UP;Phaphamau
UP;Pharenda
UP;Phephana
UP;Phoolpur Pawai
UP;Phulpur
UP;Pilibhit
UP;Pindra
UP;Pipraich
UP;Powayan
UP;Pratapgarh
UP;Pratappur
UP;Puranpur
UP;Purqazi
UP;Purwa
UP;Rae Bareli
UP;Ram Nagar
UP;Ramkola
UP;Rampur
UP;Rampur Karkhana
UP;Rampur Khas
UP;Rampur Maniharan
UP;Raniganj
UP;Rasara
UP;Rasulabad
UP;Rath
UP;Robertsganj
UP;Rohaniya
UP;Rudauli
UP;Rudhauli
UP;Rudrapur
UP;Sadabad
UP;Sadar
UP;Safipur
UP;Sagri
UP;Sahajanwa
UP;Saharanpur
UP;Saharanpur Nagar
UP;Sahaswan
UP;Sahibabad
UP;Saidpur
UP;Saiyadraja
UP;Sakaldiha
UP;Salempur
UP;Salon
UP;Sambhal
UP;Sandi
UP;Sandila
UP;Sardhana
UP;Sareni
UP;Sarojini Nagar
UP;Sawayazpur
UP;Sevapuri
UP;Sevata
UP;Shahabad
UP;Shahganj
UP;Shahjahanpur
UP;Shamli
UP;Shekhupur
UP;Shikarpur
UP;Shikohabad
UP;Shivpur
UP;Shohratgarh
UP;Shrawasti
UP;Sidhauli
UP;Sikanderpur
UP;Sikandra
UP;Sikandra Rao
UP;Sikandrabad
UP;Sirathu
UP;Sirsaganj
UP;Sishamau
UP;Siswa
UP;Sitapur
UP;Siwalkhas
UP;Soraon
UP;Sri Nagar
UP;Suar
UP;Sultanpur
UP;Syana
UP;Tamkuhi Raj
UP;Tanda
UP;Tarabganj
UP;Thakurdwara
UP;Thana Bhawan
UP;Tilhar
UP;Tiloi
UP;Tindwari
UP;Tirwa
UP;Tulsipur
UP;Tundla
UP;Unchahar
UP;Unnao
UP;Utraula
UP;Varanasi Cantt.
UP;Varanasi North
UP;Varanasi South
UP;Vishwanathganj
UP;Zafrabad
UP;Zahoorabad
UP;Zaidpur
UP;Zamania
UT;Purola
UT;Yamunotri
UT;Gangotri
UT;Badrinath
UT;Tharali
UT;Karnaprayag
UT;Kedarnath
UT;Rudraprayag
UT;Ghansali
UT;Devprayag
UT;Narendranagar
UT;Pratapnagar
UT;Tehri
UT;Dhanaulti
UT;Chakrata
UT;Vikasnagar
UT;Sahaspur
UT;Dharampur
UT;Raipur
UT;Rajpur Road
UT;Dehradun Cantt
UT;Mussoorie
UT;Doiwala
UT;Rishikesh
UT;Haridwar
UT;BHEL Ranipur
UT;Jwalapur
UT;Bhagwanpur
UT;Jhabrera
UT;Piran Kaliyar
UT;Roorkee
UT;Khanpur
UT;Manglaur
UT;Laksar
UT;Haridwar Rural
UT;Yamkeshwar
UT;Pauri
UT;Srinagar
UT;Chaubattakhal
UT;Lansdowne
UT;Kotdwar
UT;Dharchula
UT;Didihat
UT;Pithoragarh
UT;Gangolihat
UT;Kapkot
UT;Bageshwar
UT;Dwarahat
UT;Salt
UT;Ranikhet
UT;Someshwar
UT;Almora
UT;Jageshwar
UT;Lohaghat
UT;Champawat
UT;Lalkuan
UT;Bhimtal
UT;Nainital
UT;Haldwani
UT;Kaladhungi
UT;Ramnagar
UT;Jaspur
UT;Kashipur
UT;Bajpur
UT;Gadarpur
UT;Rudrapur
UT;Kichha
UT;Sitarganj
UT;Nanakmatta
UT;Khatima
WB;Mekliganj
WB;Mathabhanga
WB;Cooch Behar (Uttar)
WB;Cooch Behar (Dakshin)
WB;Sitalkuchi
WB;Sitai
WB;Dinhata
WB;Natabari
WB;Tufanganj
WB;Kumargram
WB;Kalchini
WB;Alipurudars
WB;Falakata
WB;Madarihat
WB;Dhupguri
WB;Maynaguri
WB;Jalpaiguri
WB;Rajganj
WB;Dabgram-Phulbari
WB;Mal
WB;Nagrakata
WB;Kalimpong
WB;Darjeeling
WB;Kurseong
WB;Matigara-Naxalbari
WB;Siliguri
WB;Phansidewa
WB;Chopra
WB;Islampur
WB;Goalpokhar
WB;Chakulia
WB;Karandighi
WB;Hemtabad
WB;Kaliaganj
WB;Raiganj
WB;Itahar
WB;Kushmandi
WB;Kumarganj
WB;Balurghat
WB;Tapan
WB;Gangarampur
WB;Harirampur
WB;Habibpur
WB;Gazole
WB;Chanchal
WB;Harishchandrapur
WB;Malatipur
WB;Ratua
WB;Manikchak
WB;Maldah
